"","unitid","year","instatetuition","costs","faculty","white_cohortsize"
"1945","136950",1998,20915,47.547643,148,364
"1946","136950",1999,21250,50.697939,143,338
"1947","136950",2000,22206,57.084528,147.5,300
"1948","136950",2001,23205,61.441137,152,360
"1949","136950",2002,24250,63.529,177,369
"1950","136950",2003,25500,67.753,179,368
"1951","136950",2004,26910,71.032,179,341
"1952","136950",2005,28390,75.006,185,346
"1953","136950",2006,30420,79.54,188,367
"1954","136950",2007,32640,84.726,193,407
"1955","136950",2008,34520,92.37,194,332
"1956","136950",2009,36220,97.082,196,328
"1957","136950",2010,37640,99.941,200,308
"1958","137546",1991,10020,44.552126,174,410
"1959","137546",1992,11110,47.789559,176,419
"1960","137546",1993,11995,61.826839,185,403
"1961","137546",1995,13700,61.023,183,397
"1962","137546",1996,14735,61.038,193,351
"1963","137546",1997,15765,51.242,192,442
"1964","137546",1998,16650,55.192,203,461
"1965","137546",1999,16640,60.362,220,461
"1966","137546",2000,17475,67.854362,227.5,424
"1967","137546",2001,18350,74.27275,235,421
"1968","137546",2002,19450,79.486104,239,448
"1969","137546",2003,20425,79.142945,236,456
"1970","137546",2004,22350,83.051374,231,474
"1971","137546",2005,23750,89.043219,243,396
"1972","137546",2006,25350,94.453934,237,402
"1973","137546",2007,27100,97.790949,235,430
"1974","137546",2008,28456,101.143354,231,440
"1975","137546",2009,29880,107.849442,229,350
"1976","137546",2010,31374,109.371966,227,375
"1977","138354",1991,1463,61.996751,241,315
"1978","138354",1992,1654,64.444173,230,335
"1979","138354",1993,1702,66.454197,221,347
"1980","138354",1995,1723,75.041697,212,393
"1981","138354",1996,1819,77.883096,210,369
"1982","138354",1997,1985,77.445263,206,500
"1983","138354",1998,2143,83.192724,210,515
"1984","138354",1999,2293,89.245116,225,515
"1985","138354",2000,1554,97.118466,236.5,513
"1986","138354",2001,1670,105.880837,248,543
"1987","138354",2002,1754,110.965256,245,614
"1988","138354",2003,1902,122.163282,247,652
"1989","138354",2004,2045,131.004565,257,690
"1990","138354",2005,2147,135.306506,332,676
"1991","138354",2006,2211,145.499252,343,648
"1992","138354",2007,2211,144.440146,332,699
"1993","138354",2008,2460,146.900467,324,764
"1994","138354",2009,2743,143.373373,312,852
"1995","138354",2010,3062,159.71406,303,878
"1996","138716",1991,1794,22.396126,138,8
"1997","138716",1992,1731,23.681949,142,11
"1998","138716",1993,1771,27.103232,138,7
"1999","138716",1995,2034,36.194748,136,7
"2000","138716",1996,2139,34.755175,147,4
"2001","138716",1997,2244,36.632235,149,4
"2002","138716",1998,2176,40.867235,127,4
"2003","138716",1999,1808,46.497783,138,9
"2004","138716",2000,1876,44.668319,142,1
"2005","138716",2001,1932,50.256305,146,9
"2006","138716",2002,2010,52.659817,164,9
"2007","138716",2003,2212,65.821834,148,9
"2008","138716",2004,2322,54.753769,142,4
"2009","138716",2005,2438,60.354502,145,3
"2010","138716",2006,2548,54.585767,142,5
"2011","138716",2007,2706,57.633061,148,9
"2012","138716",2008,2838,65.268718,142,7
"2013","138716",2009,3100,64.347246,141,6
"2014","138716",2010,3132,66.186892,145,6
"2015","138789",1991,1467,20.168402,161,450
"2016","138789",1992,1521,21.569178,187,381
"2017","138789",1993,1568,26.000218,202,448
"2018","138789",1995,1719,33.564123,210,582
"2019","138789",1996,1836,37.221025,209,575
"2020","138789",1997,1962,39.16519,211,517
"2021","138789",1998,2020,42.933241,212,389
"2022","138789",1999,1808,48.799135,213,449
"2023","138789",2000,1876,51.639592,210.5,440
"2024","138789",2001,1932,52.61317,208,424
"2025","138789",2002,2010,50.082239,241,422
"2026","138789",2003,2212,58.011492,217,556
"2027","138789",2004,2212,54.725815,223,577
"2028","138789",2005,2438,58.433277,234,465
"2029","138789",2006,2548,67.419112,240,490
"2030","138789",2007,2706,74.764829,245,501
"2031","138789",2008,2838,75.241825,237,543
"2032","138789",2009,3120,80.151201,239,699
"2033","138789",2010,3432,82.326049,254,678
"2034","139144",1991,6990,29.317585,95,409
"2035","139144",1992,7500,29.500969,95,402
"2036","139144",1993,8050,31.282567,92,453
"2037","139144",1995,9216,35.548723,97,479
"2038","139144",1996,9678,38.981842,103,510
"2039","139144",1997,10210,41.20335,111,472
"2040","139144",1998,10900,44.330089,124,492
"2041","139144",1999,11550,47.626032,136,385
"2042","139144",2000,12500,51.019465,142,457
"2043","139144",2001,13450,54.757633,148,497
"2044","139144",2002,14260,60.146659,149,516
"2045","139144",2003,15220,65.235324,148,455
"2046","139144",2004,16240,65.908938,146,462
"2047","139144",2005,17570,68.105352,137,456
"2048","139144",2006,18950,57.296797,139,385
"2049","139144",2007,20570,58.811252,143,469
"2050","139144",2008,22170,61.085372,141,371
"2051","139144",2009,23160,68.051672,144,455
"2052","139144",2010,24420,73.576941,146,562
"2053","139366",1991,1482,25.129821,180,352
"2054","139366",1992,1545,25.841395,198,407
"2055","139366",1993,1600,28.7072,178,416
"2056","139366",1995,1740,38.154466,190,435
"2057","139366",1996,1845,43.162612,201,386
"2058","139366",1997,1941,47.752637,218,420
"2059","139366",1998,2020,60.516912,215,493
"2060","139366",1999,1808,48.285626,216,495
"2061","139366",2000,1876,63.476812,211,492
"2062","139366",2001,1932,52.274134,206,518
"2063","139366",2002,2010,52.96242,207,611
"2064","139366",2003,2212,53.690479,198,631
"2065","139366",2004,2322,55.216877,201,606
"2066","139366",2005,2438,62.803548,217,657
"2067","139366",2006,2548,69.444986,245,611
"2068","139366",2007,2706,78.534936,246,599
"2069","139366",2008,2838,83.345525,252,627
"2070","139366",2009,3100,83.115895,261,653
"2071","139366",2010,3281,93.359287,267,606
"2072","139393",1991,7900,8.195649,37,133
"2073","139393",1992,8550,9.87474,37,147
"2074","139393",1993,9200,11.191437,39,159
"2075","139393",1995,10920,12.588074,39,142
"2076","139393",1996,11780,12.966311,37,192
"2077","139393",1997,12900,13.603456,46,183
"2078","139393",1998,13750,14.376184,43,196
"2079","139393",1999,14400,16.493311,44,208
"2080","139393",2000,15600,18.575071,45,191
"2081","139393",2001,16590,19.871537,46,216
"2082","139393",2002,17750,21.063842,58,209
"2083","139393",2003,17750,21.114885,56,214
"2084","139393",2004,18750,22.14934,59,243
"2085","139393",2005,20100,23.143585,61,241
"2086","139393",2006,21100,23.636324,65,265
"2087","139393",2007,22160,25.727421,70,258
"2088","139393",2008,23600,27.829832,66,240
"2089","139393",2009,24520,31.508612,60,252
"2090","139393",2010,25476,29.777903,63,233
"2091","139658",1991,14580,747.481775,492,1110
"2092","139658",1992,15600,801.383663,507,1078
"2093","139658",1993,16820,885.669317,549,1037
"2094","139658",1995,19000,1061.150602,569,1146
"2095","139658",1996,19870,1106.292747,592,1058
"2096","139658",1997,21110,1154.808485,581,1011
"2097","139658",1998,21870,1427.635967,587,1152
"2098","139658",1999,22870,1581.26798,579,1018
"2099","139658",2000,24240,1664.259022,589.5,1021
"2100","139658",2001,25240,1772.315101,600,979
"2101","139658",2002,26600,1854.805411,613,995
"2102","139658",2003,27600,2043.568872,645,950
"2103","139658",2004,28940,2214.257,666,959
"2104","139658",2005,30400,2350.209,685,931
"2105","139658",2006,32100,2550.026,697,882
"2106","139658",2007,33900,2672.681,992,791
"2107","139658",2008,35800,2832.473,1003,785
"2108","139658",2009,37500,3022.079,995,537
"2109","139658",2010,38600,3133.354,1003,593
"2110","139719",1991,1650,26.016798,148,7
"2111","139719",1992,1650,27.190422,147,1
"2112","139719",1993,1775,30.696842,142,7
"2113","139719",1995,1920,36.694496,143,5
"2114","139719",1996,2040,38.800271,149,4
"2115","139719",1997,2157,43.013789,139,5
"2116","139719",1998,2216,45.125017,152,4
"2117","139719",1999,1808,47.048933,146,2
"2118","139719",2000,1876,49.036556,143.5,7
"2119","139719",2001,1932,51.175405,141,3
"2120","139719",2002,2580,113.477563,135,3
"2121","139719",2003,2212,59.477177,107,2
"2122","139719",2004,2322,50.296193,126,7
"2123","139719",2005,2438,47.618504,101,2
"2124","139719",2006,2548,50.190816,107,2
"2125","139719",2007,2706,54.320413,110,2
"2126","139719",2008,2868,62.806433,117,9
"2127","139719",2009,3874,67.348281,103,7
"2128","139719",2010,4274,76.558683,144,6
"2129","139755",1991,2118,311.743882,608,1383
"2130","139755",1992,2205,326.970397,587,1363
"2131","139755",1993,2277,343.587415,626,1529
"2132","139755",1995,2457,404.504924,640,1612
"2133","139755",1996,2685,448.229336,670,1667
"2134","139755",1997,2901,487.300638,688,1600
"2135","139755",1998,2991,525.655933,686,1799
"2136","139755",1999,2414,573.238846,721,1683
"2137","139755",2000,2506,625.803014,737.5,1633
"2138","139755",2001,2632,653.738318,754,1625
"2139","139755",2002,2790,658.557586,879,1662
"2140","139755",2003,3208,758.455038,852,1579
"2141","139755",2004,3368,792.229885,834,1812
"2142","139755",2005,3638,819.2405,879,1716
"2143","139755",2006,3892,859.740592,907,1912
"2144","139755",2007,4159,936.375463,909,1702
"2145","139755",2008,4395,1006.807755,964,1674
"2146","139755",2009,4829,1051.641194,978,1558
"2147","139755",2010,5873,1093.918233,990,1625
"2148","139764",1991,1578,16.136682,111,241
"2149","139764",1992,1650,16.820867,114,283
"2150","139764",1993,1680,19.471783,113,271
"2151","139764",1995,1898,22.299201,104,200
"2152","139764",1996,2067,23.428673,110,206
"2153","139764",1997,2145,25.316984,107,306
"2154","139764",1998,2199,27.739775,95,242
"2155","139764",1999,1808,28.866142,98,175
"2156","139764",2000,1876,29.773788,99.5,228
"2157","139764",2001,1932,32.716383,101,193
"2158","139764",2002,2010,31.873243,107,215
"2159","139764",2003,2212,30.435301,100,166
"2160","139764",2004,2322,29.86269,90,210
"2161","139764",2005,2438,30.520716,83,213
"2162","139764",2006,2548,31.475186,90,222
"2163","139764",2007,2706,33.735259,92,244
"2164","139764",2008,2838,34.306119,99,237
"2165","139764",2009,2907,37.371929,96,257
"2166","139764",2010,3133,41.238333,102,298
"2167","139861",1991,1563,26.678054,155,605
"2168","139861",1992,1632,28.551448,172,582
"2169","139861",1993,1693,32.008913,177,589
"2170","139861",1995,1820,39.107837,189,624
"2171","139861",1996,1923,49.798584,196,603
"2172","139861",1997,2064,53.084508,186,702
"2173","139861",1998,2136,49.636677,198,654
"2174","139861",1999,1808,50.166046,200,709
"2175","139861",2000,1876,52.990558,224.5,707
"2176","139861",2001,2532,55.246775,249,791
"2177","139861",2002,2610,64.727452,276,903
"2178","139861",2003,3002,72.408162,276,944
"2179","139861",2004,3152,74.506053,280,841
"2180","139861",2005,3404,69.619601,268,941
"2181","139861",2006,3608,77.099606,276,1009
"2182","139861",2007,3892,81.982305,262,1077
"2183","139861",2008,4113,102.222813,280,1015
"2184","139861",2009,4520,99.542327,301,1047
"2185","139861",2010,5013,98.450927,316,1001
"2186","139931",1991,1620,77.854395,555,2145
"2187","139931",1992,1638,84.559324,575,2046
"2188","139931",1993,1807,100.591366,621,2032
"2189","139931",1995,1965,118.565567,627,2175
"2190","139931",1996,2055,125.892346,632,2196
"2191","139931",1997,2256,134.306359,639,1883
"2192","139931",1998,2349,144.42565,641,1973
"2193","139931",1999,1808,153.40787,651,2218
"2194","139931",2000,1876,159.551681,638,2004
"2195","139931",2001,1932,164.75407,625,1939
"2196","139931",2002,2010,153.340933,604,1976
"2197","139931",2003,2212,158.350497,640,2090
"2198","139931",2004,2322,160.96016,664,2248
"2199","139931",2005,2438,168.879312,645,2303
"2200","139931",2006,2548,185.086091,673,2084
"2201","139931",2007,2744,203.9072,714,1317
"2202","139931",2008,2898,220.942431,741,2175
"2203","139931",2009,3178,241.160856,751,2416
"2204","139931",2010,3283,257.714225,761,2339
"2205","139940",1991,1884,148.132609,759,652
"2206","139940",1992,1952,152.277623,769,639
"2207","139940",1993,2019,168.410574,793,622
"2208","139940",1995,2249,206.749347,800,626
"2209","139940",1996,2385,220.962918,814,779
"2210","139940",1997,2673,259.304925,845,979
"2211","139940",1998,2778,292.831154,864,831
"2212","139940",1999,2414,316.171116,943,1002
"2213","139940",2000,2506,319.378301,940.5,1048
"2214","139940",2001,2632,357.34066,938,1006
"2215","139940",2002,2790,378.826376,1000,1208
"2216","139940",2003,3208,389.396091,944,956
"2217","139940",2004,3368,400.738734,981,1111
"2218","139940",2005,3638,402.610596,998,1018
"2219","139940",2006,3856,432.928448,994,940
"2220","139940",2007,4159,428.173736,1046,1005
"2221","139940",2008,4856,513.552094,1064,732
"2222","139940",2009,6070,522.91678,1052,1095
"2223","139940",2010,7070,531.620006,1067,998
"2224","139959",1991,2076,497.490574,1728,2931
"2225","139959",1992,2175,491.605846,1668,2697
"2226","139959",1993,2250,532.743588,1658,3324
"2227","139959",1995,2542,644.748056,1689,3379
"2228","139959",1996,2694,689.914153,1708,3239
"2229","139959",1997,2838,735.012941,1700,3856
"2230","139959",1998,2930,769.256438,1705,3855
"2231","139959",1999,2414,793.657179,1719,3842
"2232","139959",2000,2506,883.661895,1723,3669
"2233","139959",2001,2632,926.951047,1727,3950
"2234","139959",2002,2790,854.93174,1705,3752
"2235","139959",2003,3208,934.305212,1690,4469
"2236","139959",2004,3368,942.532849,1661,3918
"2237","139959",2005,3638,931.59988,1691,3697
"2238","139959",2006,3856,1017.933224,1735,4018
"2239","139959",2007,4159,1055.795456,1733,3741
"2240","139959",2008,4395,1123.218995,1761,3759
"2241","139959",2009,4828,1138.522399,1775,3610
"2242","139959",2010,5873,1123.921055,1749,3345
"2243","140447",1991,9450,81.443751,234,544
"2244","140447",1992,10287,83.419406,238,428
"2245","140447",1993,11160,88.389029,246,480
"2246","140447",1995,12987,107.790755,255,439
"2247","140447",1996,13896,113.803823,253,487
"2248","140447",1997,14656,109.961904,313,456
"2249","140447",1998,15465,118.759028,307,490
"2250","140447",1999,16290,124.711601,314,457
"2251","140447",2000,17028,135.802884,316,444
"2252","140447",2001,18290,142.032357,318,567
"2253","140447",2002,19728,159.750978,320,500
"2254","140447",2003,20796,160.636557,320,478
"2255","140447",2004,22050,166.443525,318,447
"2256","140447",2005,23460,171.569345,343,461
"2257","140447",2006,25056,186.883217,349,391
"2258","140447",2007,26760,175.376311,349,352
"2259","140447",2008,28500,182.648217,348,387
"2260","140447",2009,29340,195.632274,359,374
"2261","140447",2010,30360,205.642103,380,368
"2262","140960",1991,1635,22.276385,121,7
"2263","140960",1992,1686,23.92359,130,10
"2264","140960",1993,1741,26.909869,145,9
"2265","140960",1995,1965,31.865901,137,13
"2266","140960",1996,2130,32.827942,146,6
"2267","140960",1997,2226,43.86031,147,8
"2268","140960",1998,2278,47.443791,143,6
"2269","140960",1999,1808,48.674112,142,10
"2270","140960",2000,1826,49.420892,130,16
"2271","140960",2001,1932,54.951306,118,10
"2272","140960",2002,2010,39.821557,122,3
"2273","140960",2003,2212,40.94207,114,7
"2274","140960",2004,2322,42.839104,123,12
"2275","140960",2005,2438,44.370963,123,14
"2276","140960",2006,2548,45.560682,114,9
"2277","140960",2007,2706,47.275338,116,8
"2278","140960",2008,3098,52.342957,149,8
"2279","140960",2009,3100,63.56044,151,16
"2280","140960",2010,4274,69.837897,157,35
"2281","140988",1991,5810,8.543026,61,130
"2282","140988",1992,6220,9.427774,58,157
"2283","140988",1993,6670,10.207097,55,156
"2284","140988",1995,7610,12.403241,63,150
"2285","140988",1996,7860,13.590423,62,181
"2286","140988",1997,8260,13.520945,60,222
"2287","140988",1998,8770,12.495862,57,221
"2288","140988",1999,9050,13.870712,61,227
"2289","140988",2000,9350,14.859364,62.5,268
"2290","140988",2001,9800,16.024006,64,228
"2291","140988",2002,10400,17.891243,64,191
"2292","140988",2003,11440,18.020294,65,155
"2293","140988",2004,12500,18.158053,67,194
"2294","140988",2005,13200,19.93552,72,222
"2295","140988",2006,14000,17.663892,67,237
"2296","140988",2007,14850,19.117167,69,215
"2297","140988",2008,15440,21.098852,77,247
"2298","140988",2009,15950,23.00122,83,253
"2299","140988",2010,16700,26.107102,85,311
"2300","141185",1991,5208,7.396549,41,201
"2301","141185",1992,5486,8.10709,39,186
"2302","141185",1993,6104,8.782683,40,161
"2303","141185",1995,6628,10.535165,45,188
"2304","141185",1996,7005,11.594617,45,171
"2305","141185",1997,7395,12.469112,47,244
"2306","141185",1998,7763,13.914466,50,204
"2307","141185",1999,8384,13.589641,47,201
"2308","141185",2000,8888,15.125682,50,173
"2309","141185",2001,9600,15.005635,53,171
"2310","141185",2002,9900,15.414944,47,157
"2311","141185",2003,10850,14.608669,45,149
"2312","141185",2004,11450,15.111937,42,140
"2313","141185",2005,12050,15.062195,43,199
"2314","141185",2006,12900,16.970901,48,165
"2315","141185",2007,13700,17.405521,49,190
"2316","141185",2008,14500,19.001936,50,135
"2317","141185",2009,15450,19.331027,50,140
"2318","141185",2010,15760,18.351699,43,124
"2319","141264",1991,1638,42.782269,286,804
"2320","141264",1992,1689,44.824172,280,778
"2321","141264",1993,1729,53.086757,311,986
"2322","141264",1995,1887,69.940716,375,1154
"2323","141264",1996,2043,82.108039,392,1281
"2324","141264",1997,2139,87.243174,409,1118
"2325","141264",1998,2202,94.835256,431,973
"2326","141264",1999,1808,99.93351,461,876
"2327","141264",2000,1876,98.534106,436,568
"2328","141264",2001,1932,102.304707,411,1123
"2329","141264",2002,2010,89.419998,438,1183
"2330","141264",2003,2212,100.796516,423,1334
"2331","141264",2004,2322,101.507171,420,1281
"2332","141264",2005,2438,105.308416,435,1227
"2333","141264",2006,2548,112.487349,438,1327
"2334","141264",2007,2744,123.941775,441,1286
"2335","141264",2008,2898,133.896934,469,1245
"2336","141264",2009,2978,148.485247,472,1271
"2337","141264",2010,3283,157.477266,499,1278
"2338","141334",1991,1653,38.168033,246,901
"2339","141334",1992,2067,39.992769,255,896
"2340","141334",1993,1766,45.204785,272,904
"2341","141334",1995,2274,53.814116,283,1102
"2342","141334",1996,2364,60.47179,289,1034
"2343","141334",1997,2088,65.138221,286,924
"2344","141334",1998,2158,71.176193,271,1168
"2345","141334",1999,1808,76.048797,318,1151
"2346","141334",2000,1876,81.072377,331.5,1220
"2347","141334",2001,2468,88.222709,345,1177
"2348","141334",2002,2010,92.611703,356,1190
"2349","141334",2003,2212,99.979087,308,1249
"2350","141334",2004,2322,109.311261,383,1198
"2351","141334",2005,2438,89.042683,383,1124
"2352","141334",2006,2548,101.38694,390,1096
"2353","141334",2007,2744,109.542911,396,1121
"2354","141334",2008,2898,118.242391,412,1284
"2355","141334",2009,3996,124.758173,430,885
"2356","141334",2010,3696,135.502006,448,747
"2357","141486",1991,6800,13.502894,56,31
"2358","141486",1992,7600,13.7375,56,37
"2359","141486",1993,9990,13.231195,59,25
"2360","141486",1995,10600,15.261173,57,41
"2361","141486",1996,10600,17.38635,45,45
"2362","141486",1997,10800,15.278924,50,47
"2363","141486",1998,11180,15.837203,50,51
"2364","141486",1999,11600,17.040571,54,54
"2365","141486",2000,12040,18.973611,56,59
"2366","141486",2001,12500,19.083322,58,53
"2367","141486",2002,12950,21.344619,57,48
"2368","141486",2003,13380,23.614722,63,72
"2369","141486",2004,13850,25.527738,67,64
"2370","141486",2005,14330,26.863055,69,64
"2371","141486",2006,14820,29.235735,74,53
"2372","141486",2007,15330,30.765853,74,61
"2373","141486",2008,16000,32.990589,61,29
"2374","141486",2009,16900,34.584509,62,50
"2375","141486",2010,17600,35.082443,71,43
"2376","141565",1991,1240,36.20684,129,44
"2377","141565",1992,1280,30.211413,142,51
"2378","141565",1993,1320,34.308954,141,71
"2379","141565",1995,1426,38.492387,132,73
"2380","141565",1996,1826,35.360182,132,62
"2381","141565",1997,2186,38.34824,142,74
"2382","141565",1998,2258,37.925322,150,86
"2383","141565",1999,2280,41.846386,152,98
"2384","141565",2000,2280,41.507169,157,117
"2385","141565",2001,2304,46.304247,162,170
"2386","141565",2002,2328,50.086349,161,144
"2387","141565",2003,2376,52.43117,167,197
"2388","141565",2004,2424,55.266232,169,146
"2389","141565",2005,2472,61.164939,185,133
"2390","141565",2006,3000,70.972216,194,123
"2391","141565",2007,3528,76.379077,205,122
"2392","141565",2008,4056,90.602042,216,125
"2393","141565",2009,4584,99.739715,217,93
"2394","141565",2010,5112,100.821134,226,71
"2395","141574",1991,1387,376.849761,1080,182
"2396","141574",1992,1437,413.830325,1104,147
"2397","141574",1993,1497,428.136401,1099,196
"2398","141574",1995,1631,466.611193,1039,164
"2399","141574",1996,2421,449.161192,1090,168
"2400","141574",1997,2949,445.502639,1088,169
"2401","141574",1998,3046,483.988676,1054,149
"2402","141574",1999,3024,481.339849,1044,217
"2403","141574",2000,3024,478.764372,1016.5,294
"2404","141574",2001,3120,484.149346,989,330
"2405","141574",2002,3216,599.3001,1039,435
"2406","141574",2003,3312,606.846378,1069,545
"2407","141574",2004,3408,639.514404,1078,578
"2408","141574",2005,3504,669.00639,1083,413
"2409","141574",2006,4320,728.327568,1119,402
"2410","141574",2007,5136,774.959102,1136,401
"2411","141574",2008,5952,838.226522,1163,413
"2412","141574",2009,6768,908.664404,1138,406
"2413","141574",2010,7584,826.217,1084,349
"2414","142276",1991,1230,76.951782,421,972
"2415","142276",1992,1454,86.37766,439,982
"2416","142276",1993,1602,93.994182,460,1043
"2417","142276",1995,1570,106.85874,481,1256
"2418","142276",1996,2125,119.239115,484,1274
"2419","142276",1997,2424,122.853638,496,1281
"2420","142276",1998,2590,130.287279,509,1282
"2421","142276",1999,0,143.395715,536,1205
"2422","142276",2000,0,146.104691,564,1183
"2423","142276",2001,0,154.665596,592,1313
"2424","142276",2002,0,157.03908,555,615
"2425","142276",2003,0,158.180499,547,692
"2426","142276",2004,0,171.185489,599,820
"2427","142276",2005,0,188.019028,644,762
"2428","142276",2006,2689,195.727594,615,804
"2429","142276",2007,2882,200.689245,617,803
"2430","142276",2008,3114,216.629911,618,827
"2431","142276",2009,3318,214.709047,581,976
"2432","142276",2010,3800,211.393246,593,650
"2433","142285",1991,1236,151.495672,527,1154
"2434","142285",1992,1296,165.752216,520,1164
"2435","142285",1993,1426,173.035943,546,1167
"2436","142285",1995,1620,195.428084,555,1113
"2437","142285",1996,1768,198.75906,637,1093
"2438","142285",1997,1942,204.26562,638,1220
"2439","142285",1998,2136,209.491418,611,1319
"2440","142285",1999,0,220.869718,585,1295
"2441","142285",2000,0,235.342254,595,1346
"2442","142285",2001,0,265.261846,605,1455
"2443","142285",2002,0,287.864433,560,1384
"2444","142285",2003,0,276.08144,544,1370
"2445","142285",2004,0,277.676742,516,1346
"2446","142285",2005,0,302.110577,525,1416
"2447","142285",2006,0,308.345442,550,1339
"2448","142285",2007,0,317.588762,564,1356
"2449","142285",2008,0,334.568883,591,1401
"2450","142285",2009,0,346.579566,572,1417
"2451","142285",2010,0,349.067948,538,1430
"2452","142461",1991,6966,12.149618,67,220
"2453","142461",1992,8160,13.587047,65,253
"2454","142461",1993,8766,15.356008,71,269
"2455","142461",1995,11145,17.25169,85,37
"2456","142461",1996,11685,17.199652,84,248
"2457","142461",1997,11823,16.395924,81,263
"2458","142461",1998,12456,16.985467,81,299
"2459","142461",1999,12510,18.741365,83,275
"2460","142461",2000,12990,19.643109,85.5,228
"2461","142461",2001,13700,22.011776,88,236
"2462","142461",2002,14520,23.367983,90,227
"2463","142461",2003,15330,25.945527,89,206
"2464","142461",2004,15980,26.49978,95,205
"2465","142461",2005,17280,27.144323,98,208
"2466","142461",2006,18430,28.266434,89,199
"2467","142461",2007,19700,29.732802,98,166
"2468","142461",2008,20900,33.062421,101,236
"2469","142461",2009,21930,35.728363,102,204
"2470","142461",2010,22810,35.986947,108,166
"2471","143084",1991,11175,33.118552,141,455
"2472","143084",1992,12009,34.016851,137,496
"2473","143084",1993,12942,35.534631,137,446
"2474","143084",1995,14064,40.756228,131,549
"2475","143084",1996,14700,43.662838,135,521
"2476","143084",1997,15300,38.515836,145,507
"2477","143084",1998,16323,39.999652,147,527
"2478","143084",1999,16866,43.336878,139,517
"2479","143084",2000,17541,44.115997,140.5,564
"2480","143084",2001,18330,45.902267,142,511
"2481","143084",2002,19200,47.774239,142,565
"2482","143084",2003,20397,50.382449,145,558
"2483","143084",2004,21672,51.93733,144,547
"2484","143084",2005,22971,54.32142,149,614
"2485","143084",2006,24408,58.561121,164,625
"2486","143084",2007,25935,61.74849,173,576
"2487","143084",2008,30150,66.426258,180,468
"2488","143084",2009,31326,75.359417,174,512
"2489","143084",2010,32235,66.418619,184,616
"2490","143288",1991,7750,6.084678,35,91
"2491","143288",1992,7750,5.817705,32,122
"2492","143288",1993,7820,5.299439,25,132
"2493","143288",1995,6500,5.699062,27,142
"2494","143288",1996,6850,6.406186,28,120
"2495","143288",1997,7425,52.110738,29,135
"2496","143288",1998,7880,5.451649,27,123
"2497","143288",1999,7950,4.247773,31,130
"2498","143288",2000,8190,7.075803,32,158
"2499","143288",2001,8600,9.449292,33,120
"2500","143288",2002,9200,9.613474,35,115
"2501","143288",2003,9890,9.326467,35,140
"2502","143288",2004,14600,8.99158,35,146
"2503","143288",2005,15040,10.342611,34,164
"2504","143288",2006,15700,11.021087,35,148
"2505","143288",2007,15770,11.56445,33,148
"2506","143288",2008,13500,11.398929,32,149
"2507","143288",2009,14176,11.870047,36,128
"2508","143288",2010,14176,11.392574,36,119
"2509","144005",1991,1784,47.923981,293,6
"2510","144005",1992,1868,49.315067,308,7
"2511","144005",1993,2198,54.696528,351,8
"2512","144005",1995,2336,62.264492,339,12
"2513","144005",1996,2420,71.093677,356,7
"2514","144005",1997,2496,75.284971,362,5
"2515","144005",1998,2868,83.282217,355,9
"2516","144005",1999,2290,86.601364,329,8
"2517","144005",2000,2364,95.939812,329,12
"2518","144005",2001,2484,99.000079,329,9
"2519","144005",2002,2732,99.674052,322,12
"2520","144005",2003,3168,94.563271,309,13
"2521","144005",2004,4575,122.583667,305,12
"2522","144005",2005,4890,101.817917,306,8
"2523","144005",2006,5090,107.611929,301,9
"2524","144005",2007,5440,117.131377,310,9
"2525","144005",2008,5914,128.952212,303,6
"2526","144005",2009,5976,131.26849,310,12
"2527","144005",2010,6145,134.610114,289,9
"2528","144281",1991,6296,46.142008,157,384
"2529","144281",1992,6664,51.051466,165,378
"2530","144281",1993,6928,54.11192,171,409
"2531","144281",1995,7670,64.408935,191,489
"2532","144281",1996,8030,69.976234,196,484
"2533","144281",1997,8498,59.4924,187,552
"2534","144281",1998,9544,67.200738,209,649
"2535","144281",1999,10690,74.006789,246,572
"2536","144281",2000,11600,86.101992,263.5,675
"2537","144281",2001,12524,97.441949,281,811
"2538","144281",2002,13714,107.88914,288,944
"2539","144281",2003,14880,123.671558,293,860
"2540","144281",2004,14880,129.410899,299,1030
"2541","144281",2005,15588,150.364266,302,1148
"2542","144281",2006,16328,168.53313,316,1229
"2543","144281",2007,17104,185.619756,323,1344
"2544","144281",2008,17950,208.99151,342,1376
"2545","144281",2009,18490,222.875929,354,1173
"2546","144281",2010,19140,228.147668,364,1278
"2547","144740",1991,9342,128.804544,470,748
"2548","144740",1992,10014,142.220989,494,671
"2549","144740",1993,10590,151.393145,500,832
"2550","144740",1995,11856,169.629224,500,861
"2551","144740",1996,12780,192.116596,515,752
"2552","144740",1997,13490,187.929,519,777
"2553","144740",1998,14100,201.463,532,903
"2554","144740",1999,14670,218.058,581,1037
"2555","144740",2000,15390,242.485,647.5,1232
"2556","144740",2001,16500,272.705138,714,1242
"2557","144740",2002,17820,315.686,775,1271
"2558","144740",2003,20555,338.177,832,1381
"2559","144740",2004,21669,354.129,839,1425
"2560","144740",2005,22789,343.253,834,1566
"2561","144740",2006,22365,352.61,850,1652
"2562","144740",2007,23820,367.955,870,1580
"2563","144740",2008,25770,401.324,899,1574
"2564","144740",2009,26765,434.34,919,1412
"2565","144740",2010,28240,462.184,938,1337
"2566","144892",1991,2358,99.245217,555,1342
"2567","144892",1992,2533,98.153506,564,1309
"2568","144892",1993,2600,99.217939,562,1457
"2569","144892",1995,2777,110.409371,578,1349
