"","unitid","instnm","semester","quarter","year","yearofsem","after"
"6093","178341","MISSOURI SOUTHERN STATE UNIVERSITY","1","0",2004,NA,NA
"6094","178341","Missouri Southern State University","1","0",2005,NA,NA
"6095","178341","Missouri Southern State University","1","0",2006,NA,NA
"6096","178341","Missouri Southern State University","1","0",2007,NA,NA
"6097","178341","Missouri Southern State University","1","0",2008,NA,NA
"6098","178341","Missouri Southern State University","1","0",2009,NA,NA
"6099","178341","Missouri Southern State University","1","0",2010,NA,NA
"6100","178387","MISSOURI WESTERN STATE COLLEGE","1","0",1991,NA,NA
"6101","178387","MISSOURI WESTERN STATE COLLEGE","1","0",1992,NA,NA
"6102","178387","MISSOURI WESTERN STATE COLLEGE","1","0",1993,NA,NA
"6103","178387","MISSOURI WESTERN STATE COLLEGE","1","0",1995,NA,NA
"6104","178387","MISSOURI WESTERN STATE COLLEGE","1","0",1996,NA,NA
"6105","178387","MISSOURI WESTERN STATE COLLEGE","1","0",1997,NA,NA
"6106","178387","MISSOURI WESTERN STATE COLLEGE","1","0",1998,NA,NA
"6107","178387","MISSOURI WESTERN STATE COLLEGE","1","0",1999,NA,NA
"6108","178387","MISSOURI WESTERN STATE COLLEGE","1","0",2000,NA,NA
"6109","178387","MISSOURI WESTERN STATE COLLEGE","1","0",2001,NA,NA
"6110","178387","MISSOURI WESTERN STATE COLLEGE","1","0",2002,NA,NA
"6111","178387","MISSOURI WESTERN STATE COLLEGE","1","0",2003,NA,NA
"6112","178387","MISSOURI WESTERN STATE COLLEGE","1","0",2004,NA,NA
"6113","178387","Missouri Western State University","1","0",2005,NA,NA
"6114","178387","Missouri Western State University","1","0",2006,NA,NA
"6115","178387","Missouri Western State University","1","0",2007,NA,NA
"6116","178387","Missouri Western State University","1","0",2008,NA,NA
"6117","178387","Missouri Western State University","1","0",2009,NA,NA
"6118","178387","Missouri Western State University","1","0",2010,NA,NA
"6119","178396","UNIVERSITY OF MISSOURI-COLUMBIA","1","0",1991,NA,NA
"6120","178396","UNIVERSITY OF MISSOURI-COLUMBIA","1","0",1992,NA,NA
"6121","178396","UNIVERSITY OF MISSOURI-COLUMBIA","1","0",1993,NA,NA
"6122","178396","UNIVERSITY OF MISSOURI-COLUMBIA","1","0",1995,NA,NA
"6123","178396","UNIVERSITY OF MISSOURI-COLUMBIA","1","0",1996,NA,NA
"6124","178396","UNIVERSITY OF MISSOURI-COLUMBIA","1","0",1997,NA,NA
"6125","178396","UNIVERSITY OF MISSOURI-COLUMBIA","1","0",1998,NA,NA
"6126","178396","UNIVERSITY OF MISSOURI-COLUMBIA","1","0",1999,NA,NA
"6127","178396","UNIVERSITY OF MISSOURI-COLUMBIA","1","0",2000,NA,NA
"6128","178396","UNIVERSITY OF MISSOURI-COLUMBIA","1","0",2001,NA,NA
"6129","178396","UNIVERSITY OF MISSOURI-COLUMBIA","1","0",2002,NA,NA
"6130","178396","UNIVERSITY OF MISSOURI-COLUMBIA","1","0",2003,NA,NA
"6131","178396","UNIVERSITY OF MISSOURI-COLUMBIA","1","0",2004,NA,NA
"6132","178396","University of Missouri-Columbia","1","0",2005,NA,NA
"6133","178396","University of Missouri-Columbia","1","0",2006,NA,NA
"6134","178396","University of Missouri-Columbia","1","0",2007,NA,NA
"6135","178396","University of Missouri-Columbia","1","0",2008,NA,NA
"6136","178396","University of Missouri-Columbia","1","0",2009,NA,NA
"6137","178396","University of Missouri-Columbia","1","0",2010,NA,NA
"6138","178402","UNIVERSITY OF MISSOURI-KANSAS CITY","1","0",1991,NA,NA
"6139","178402","UNIVERSITY OF MISSOURI-KANSAS CITY","1","0",1992,NA,NA
"6140","178402","UNIVERSITY OF MISSOURI-KANSAS CITY","1","0",1993,NA,NA
"6141","178402","UNIVERSITY OF MISSOURI-KANSAS CITY","1","0",1995,NA,NA
"6142","178402","UNIVERSITY OF MISSOURI-KANSAS CITY","1","0",1996,NA,NA
"6143","178402","UNIVERSITY OF MISSOURI-KANSAS CITY","1","0",1997,NA,NA
"6144","178402","UNIVERSITY OF MISSOURI-KANSAS CITY","1","0",1998,NA,NA
"6145","178402","UNIVERSITY OF MISSOURI-KANSAS CITY","1","0",1999,NA,NA
"6146","178402","UNIVERSITY OF MISSOURI-KANSAS CITY","1","0",2000,NA,NA
"6147","178402","UNIVERSITY OF MISSOURI-KANSAS CITY","1","0",2001,NA,NA
"6148","178402","UNIVERSITY OF MISSOURI-KANSAS CITY","1","0",2002,NA,NA
"6149","178402","UNIVERSITY OF MISSOURI-KANSAS CITY","1","0",2003,NA,NA
"6150","178402","UNIVERSITY OF MISSOURI-KANSAS CITY","1","0",2004,NA,NA
"6151","178402","University of Missouri-Kansas City","1","0",2005,NA,NA
"6152","178402","University of Missouri-Kansas City","1","0",2006,NA,NA
"6153","178402","University of Missouri-Kansas City","1","0",2007,NA,NA
"6154","178402","University of Missouri-Kansas City","1","0",2008,NA,NA
"6155","178402","University of Missouri-Kansas City","1","0",2009,NA,NA
"6156","178402","University of Missouri-Kansas City","1","0",2010,NA,NA
"6157","178411","UNIVERSITY OF MISSOURI-ROLLA","1","0",1991,NA,NA
"6158","178411","UNIVERSITY OF MISSOURI-ROLLA","1","0",1992,NA,NA
"6159","178411","UNIVERSITY OF MISSOURI-ROLLA","1","0",1993,NA,NA
"6160","178411","UNIVERSITY OF MISSOURI-ROLLA","1","0",1995,NA,NA
"6161","178411","UNIVERSITY OF MISSOURI-ROLLA","1","0",1996,NA,NA
"6162","178411","UNIVERSITY OF MISSOURI-ROLLA","1","0",1997,NA,NA
"6163","178411","UNIVERSITY OF MISSOURI-ROLLA","1","0",1998,NA,NA
"6164","178411","UNIVERSITY OF MISSOURI-ROLLA","1","0",1999,NA,NA
"6165","178411","UNIVERSITY OF MISSOURI-ROLLA","1","0",2000,NA,NA
"6166","178411","UNIVERSITY OF MISSOURI-ROLLA","1","0",2001,NA,NA
"6167","178411","UNIVERSITY OF MISSOURI-ROLLA","1","0",2002,NA,NA
"6168","178411","UNIVERSITY OF MISSOURI-ROLLA","1","0",2003,NA,NA
"6169","178411","UNIVERSITY OF MISSOURI-ROLLA","1","0",2004,NA,NA
"6170","178411","University of Missouri-Rolla","1","0",2005,NA,NA
"6171","178411","University of Missouri-Rolla","1","0",2006,NA,NA
"6172","178411","Missouri University of Science and Technology","1","0",2007,NA,NA
"6173","178411","Missouri University of Science and Technology","1","0",2008,NA,NA
"6174","178411","Missouri University of Science and Technology","1","0",2009,NA,NA
"6175","178411","Missouri University of Science and Technology","1","0",2010,NA,NA
"6176","178420","UNIVERSITY OF MISSOURI-SAINT LOUIS","1","0",1991,NA,NA
"6177","178420","UNIVERSITY OF MISSOURI-SAINT LOUIS","1","0",1992,NA,NA
"6178","178420","UNIVERSITY OF MISSOURI-ST LOUIS","1","0",1993,NA,NA
"6179","178420","UNIVERSITY OF MISSOURI-ST LOUIS","1","0",1995,NA,NA
"6180","178420","UNIVERSITY OF MISSOURI-ST LOUIS","1","0",1996,NA,NA
"6181","178420","UNIVERSITY OF MISSOURI-ST LOUIS","1","0",1997,NA,NA
"6182","178420","UNIVERSITY OF MISSOURI-ST LOUIS","1","0",1998,NA,NA
"6183","178420","UNIVERSITY OF MISSOURI-ST LOUIS","1","0",1999,NA,NA
"6184","178420","UNIVERSITY OF MISSOURI-ST LOUIS","1","0",2000,NA,NA
"6185","178420","UNIVERSITY OF MISSOURI-ST LOUIS","1","0",2001,NA,NA
"6186","178420","UNIVERSITY OF MISSOURI-ST LOUIS","1","0",2002,NA,NA
"6187","178420","UNIVERSITY OF MISSOURI-ST LOUIS","1","0",2003,NA,NA
"6188","178420","UNIVERSITY OF MISSOURI-ST LOUIS","1","0",2004,NA,NA
"6189","178420","University of Missouri-St Louis","1","0",2005,NA,NA
"6190","178420","University of Missouri-St Louis","1","0",2006,NA,NA
"6191","178420","University of Missouri-St Louis","1","0",2007,NA,NA
"6192","178420","University of Missouri-St Louis","1","0",2008,NA,NA
"6193","178420","University of Missouri-St Louis","1","0",2009,NA,NA
"6194","178420","University of Missouri-St Louis","1","0",2010,NA,NA
"6195","178615","NORTHEAST MISSOURI STATE UNIVERSITY","1","0",1991,NA,NA
"6196","178615","NORTHEAST MISSOURI STATE UNIVERSITY","1","0",1992,NA,NA
"6197","178615","NORTHEAST MISSOURI STATE UNIVERSITY","1","0",1993,NA,NA
"6198","178615","TRUMAN STATE UNIVERSITY","1","0",1995,NA,NA
"6199","178615","TRUMAN STATE UNIVERSITY","1","0",1996,NA,NA
"6200","178615","TRUMAN STATE UNIVERSITY","1","0",1997,NA,NA
"6201","178615","TRUMAN STATE UNIVERSITY","1","0",1998,NA,NA
"6202","178615","TRUMAN STATE UNIVERSITY","1","0",1999,NA,NA
"6203","178615","TRUMAN STATE UNIVERSITY","1","0",2000,NA,NA
"6204","178615","TRUMAN STATE UNIVERSITY","1","0",2001,NA,NA
"6205","178615","TRUMAN STATE UNIVERSITY","1","0",2002,NA,NA
"6206","178615","TRUMAN STATE UNIVERSITY","1","0",2003,NA,NA
"6207","178615","TRUMAN STATE UNIVERSITY","1","0",2004,NA,NA
"6208","178615","Truman State University","1","0",2005,NA,NA
"6209","178615","Truman State University","1","0",2006,NA,NA
"6210","178615","Truman State University","1","0",2007,NA,NA
"6211","178615","Truman State University","1","0",2008,NA,NA
"6212","178615","Truman State University","1","0",2009,NA,NA
"6213","178615","Truman State University","1","0",2010,NA,NA
"6214","179043","ROCKHURST COLLEGE","1","0",1991,NA,NA
"6215","179043","ROCKHURST COLLEGE","1","0",1992,NA,NA
"6216","179043","ROCKHURST COLLEGE","1","0",1993,NA,NA
"6217","179043","ROCKHURST COLLEGE","1","0",1995,NA,NA
"6218","179043","ROCKHURST COLLEGE","1","0",1996,NA,NA
"6219","179043","ROCKHURST COLLEGE","1","0",1997,NA,NA
"6220","179043","ROCKHURST COLLEGE","1","0",1998,NA,NA
"6221","179043","ROCKHURST UNIVERSITY","1","0",1999,NA,NA
"6222","179043","ROCKHURST UNIVERSITY","1","0",2000,NA,NA
"6223","179043","ROCKHURST UNIVERSITY","1","0",2001,NA,NA
"6224","179043","ROCKHURST UNIVERSITY","1","0",2002,NA,NA
"6225","179043","ROCKHURST UNIVERSITY","1","0",2003,NA,NA
"6226","179043","ROCKHURST UNIVERSITY","1","0",2004,NA,NA
"6227","179043","Rockhurst University","1","0",2005,NA,NA
"6228","179043","Rockhurst University","1","0",2006,NA,NA
"6229","179043","Rockhurst University","1","0",2007,NA,NA
"6230","179043","Rockhurst University","1","0",2008,NA,NA
"6231","179043","Rockhurst University","1","0",2009,NA,NA
"6232","179043","Rockhurst University","1","0",2010,NA,NA
"6233","179159","SAINT LOUIS UNIVERSITY MAIN CAMPUS","1","0",1991,NA,NA
"6234","179159","SAINT LOUIS UNIVERSITY MAIN CAMPUS","1","0",1992,NA,NA
"6235","179159","SAINT LOUIS UNIVERSITY-MAIN CAMPUS","1","0",1993,NA,NA
"6236","179159","SAINT LOUIS UNIVERSITY-MAIN CAMPUS","1","0",1995,NA,NA
"6237","179159","SAINT LOUIS UNIVERSITY-MAIN CAMPUS","1","0",1996,NA,NA
"6238","179159","SAINT LOUIS UNIVERSITY-MAIN CAMPUS","1","0",1997,NA,NA
"6239","179159","SAINT LOUIS UNIVERSITY-MAIN CAMPUS","1","0",1998,NA,NA
"6240","179159","SAINT LOUIS UNIVERSITY-MAIN CAMPUS","1","0",1999,NA,NA
"6241","179159","SAINT LOUIS UNIVERSITY-MAIN CAMPUS","1","0",2000,NA,NA
"6242","179159","SAINT LOUIS UNIVERSITY-MAIN CAMPUS","1","0",2001,NA,NA
"6243","179159","SAINT LOUIS UNIVERSITY-MAIN CAMPUS","1","0",2002,NA,NA
"6244","179159","SAINT LOUIS UNIVERSITY-MAIN CAMPUS","1","0",2003,NA,NA
"6245","179159","SAINT LOUIS UNIVERSITY-MAIN CAMPUS","1","0",2004,NA,NA
"6246","179159","Saint Louis University-Main Campus","1","0",2005,NA,NA
"6247","179159","Saint Louis University-Main Campus","1","0",2006,NA,NA
"6248","179159","Saint Louis University-Main Campus","1","0",2007,NA,NA
"6249","179159","Saint Louis University-Main Campus","1","0",2008,NA,NA
"6250","179159","Saint Louis University-Main Campus","1","0",2009,NA,NA
"6251","179159","Saint Louis University-Main Campus","1","0",2010,NA,NA
"6252","179557","SOUTHEAST MISSOURI STATE UNIVERSITY","1","0",1991,NA,NA
"6253","179557","SOUTHEAST MISSOURI STATE UNIVERSITY","1","0",1992,NA,NA
"6254","179557","SOUTHEAST MISSOURI STATE UNIVERSITY","1","0",1993,NA,NA
"6255","179557","SOUTHEAST MISSOURI STATE UNIVERSITY","1","0",1995,NA,NA
"6256","179557","SOUTHEAST MISSOURI STATE UNIVERSITY","1","0",1996,NA,NA
"6257","179557","SOUTHEAST MISSOURI STATE UNIVERSITY","1","0",1997,NA,NA
"6258","179557","SOUTHEAST MISSOURI STATE UNIVERSITY","1","0",1998,NA,NA
"6259","179557","SOUTHEAST MISSOURI STATE UNIVERSITY","1","0",1999,NA,NA
"6260","179557","SOUTHEAST MISSOURI STATE UNIVERSITY","1","0",2000,NA,NA
"6261","179557","SOUTHEAST MISSOURI STATE UNIVERSITY","1","0",2001,NA,NA
"6262","179557","SOUTHEAST MISSOURI STATE UNIVERSITY","1","0",2002,NA,NA
"6263","179557","SOUTHEAST MISSOURI STATE UNIVERSITY","1","0",2003,NA,NA
"6264","179557","SOUTHEAST MISSOURI STATE UNIVERSITY","1","0",2004,NA,NA
"6265","179557","Southeast Missouri State University","1","0",2005,NA,NA
"6266","179557","Southeast Missouri State University","1","0",2006,NA,NA
"6267","179557","Southeast Missouri State University","1","0",2007,NA,NA
"6268","179557","Southeast Missouri State University","1","0",2008,NA,NA
"6269","179557","Southeast Missouri State University","1","0",2009,NA,NA
"6270","179557","Southeast Missouri State University","1","0",2010,NA,NA
"6271","179566","SOUTHWEST MISSOURI STATE UNIVERSITY","1","0",1991,NA,NA
"6272","179566","SOUTHWEST MISSOURI STATE UNIVERSITY","1","0",1992,NA,NA
"6273","179566","SOUTHWEST MISSOURI STATE UNIVERSITY","1","0",1993,NA,NA
"6274","179566","SOUTHWEST MISSOURI STATE UNIVERSITY","1","0",1995,NA,NA
"6275","179566","SOUTHWEST MISSOURI STATE UNIVERSITY","1","0",1996,NA,NA
"6276","179566","SOUTHWEST MISSOURI STATE UNIVERSITY","1","0",1997,NA,NA
"6277","179566","SOUTHWEST MISSOURI STATE UNIVERSITY","1","0",1998,NA,NA
"6278","179566","SOUTHWEST MISSOURI STATE UNIVERSITY","1","0",1999,NA,NA
"6279","179566","SOUTHWEST MISSOURI STATE UNIVERSITY","1","0",2000,NA,NA
"6280","179566","SOUTHWEST MISSOURI STATE UNIVERSITY","1","0",2001,NA,NA
"6281","179566","SOUTHWEST MISSOURI STATE UNIVERSITY","1","0",2002,NA,NA
"6282","179566","SOUTHWEST MISSOURI STATE UNIVERSITY","1","0",2003,NA,NA
"6283","179566","SOUTHWEST MISSOURI STATE UNIVERSITY","1","0",2004,NA,NA
"6284","179566","Missouri State University","1","0",2005,NA,NA
"6285","179566","Missouri State University","1","0",2006,NA,NA
"6286","179566","Missouri State University","1","0",2007,NA,NA
"6287","179566","Missouri State University","1","0",2008,NA,NA
"6288","179566","Missouri State University","1","0",2009,NA,NA
"6289","179566","Missouri State University-Springfield","1","0",2010,NA,NA
"6290","179867","WASHINGTON UNIVERSITY","1","0",1991,NA,NA
"6291","179867","WASHINGTON UNIVERSITY","1","0",1992,NA,NA
"6292","179867","WASHINGTON UNIVERSITY","1","0",1993,NA,NA
"6293","179867","WASHINGTON UNIVERSITY","1","0",1995,NA,NA
"6294","179867","WASHINGTON UNIVERSITY","1","0",1996,NA,NA
"6295","179867","WASHINGTON UNIVERSITY","1","0",1997,NA,NA
"6296","179867","WASHINGTON UNIVERSITY","1","0",1998,NA,NA
"6297","179867","WASHINGTON UNIVERSITY","1","0",1999,NA,NA
"6298","179867","WASHINGTON UNIVERSITY","1","0",2000,NA,NA
"6299","179867","WASHINGTON UNIVERSITY IN ST LOUIS","1","0",2001,NA,NA
"6300","179867","WASHINGTON UNIVERSITY IN ST LOUIS","1","0",2002,NA,NA
"6301","179867","WASHINGTON UNIVERSITY IN ST LOUIS","1","0",2003,NA,NA
"6302","179867","WASHINGTON UNIVERSITY IN ST LOUIS","1","0",2004,NA,NA
"6303","179867","Washington University in St Louis","1","0",2005,NA,NA
"6304","179867","Washington University in St Louis","1","0",2006,NA,NA
"6305","179867","Washington University in St Louis","1","0",2007,NA,NA
"6306","179867","Washington University in St Louis","1","0",2008,NA,NA
"6307","179867","Washington University in St Louis","1","0",2009,NA,NA
"6308","179867","Washington University in St Louis","1","0",2010,NA,NA
"6309","179894","WEBSTER UNIVERSITY","1","0",1991,NA,NA
"6310","179894","WEBSTER UNIVERSITY","1","0",1992,NA,NA
"6311","179894","WEBSTER UNIVERSITY","1","0",1993,NA,NA
"6312","179894","WEBSTER UNIVERSITY","1","0",1995,NA,NA
"6313","179894","WEBSTER UNIVERSITY","1","0",1996,NA,NA
"6314","179894","WEBSTER UNIVERSITY","1","0",1997,NA,NA
"6315","179894","WEBSTER UNIVERSITY","1","0",1998,NA,NA
"6316","179894","WEBSTER UNIVERSITY","1","0",1999,NA,NA
"6317","179894","WEBSTER UNIVERSITY","1","0",2000,NA,NA
"6318","179894","WEBSTER UNIVERSITY","1","0",2001,NA,NA
"6319","179894","WEBSTER UNIVERSITY","1","0",2002,NA,NA
"6320","179894","WEBSTER UNIVERSITY","1","0",2003,NA,NA
"6321","179894","WEBSTER UNIVERSITY","1","0",2004,NA,NA
"6322","179894","Webster University","1","0",2005,NA,NA
"6323","179894","Webster University","1","0",2006,NA,NA
"6324","179894","Webster University","1","0",2007,NA,NA
"6325","179894","Webster University","1","0",2008,NA,NA
"6326","179894","Webster University","1","0",2009,NA,NA
"6327","179894","Webster University","1","0",2010,NA,NA
"6328","179946","WESTMINSTER COLLEGE","1","0",1991,NA,NA
"6329","179946","WESTMINSTER COLLEGE","1","0",1992,NA,NA
"6330","179946","WESTMINSTER COLLEGE","1","0",1993,NA,NA
"6331","179946","WESTMINSTER COLLEGE","1","0",1995,NA,NA
"6332","179946","WESTMINSTER COLLEGE","1","0",1996,NA,NA
"6333","179946","WESTMINSTER COLLEGE","1","0",1997,NA,NA
"6334","179946","WESTMINSTER COLLEGE","1","0",1998,NA,NA
"6335","179946","WESTMINSTER COLLEGE","1","0",1999,NA,NA
"6336","179946","WESTMINSTER COLLEGE","1","0",2000,NA,NA
"6337","179946","WESTMINSTER COLLEGE","1","0",2001,NA,NA
"6338","179946","WESTMINSTER COLLEGE","1","0",2002,NA,NA
"6339","179946","WESTMINSTER COLLEGE","1","0",2003,NA,NA
"6340","179946","WESTMINSTER COLLEGE","1","0",2004,NA,NA
"6341","179946","Westminster College","1","0",2005,NA,NA
"6342","179946","Westminster College","1","0",2006,NA,NA
"6343","179946","Westminster College","1","0",2007,NA,NA
"6344","179946","Westminster College","1","0",2008,NA,NA
"6345","179946","Westminster College","1","0",2009,NA,NA
"6346","179946","Westminster College","1","0",2010,NA,NA
"6347","180179","EASTERN MONTANA COLLEGE","1","0",1991,NA,NA
"6348","180179","EASTERN MONTANA COLLEGE","1","0",1992,NA,NA
"6349","180179","EASTERN MONTANA COLLEGE","1","0",1993,NA,NA
"6350","180179","MONTANA STATE UNIVERSITY-BILLINGS","1","0",1995,NA,NA
"6351","180179","MONTANA STATE UNIVERSITY-BILLINGS","1","0",1996,NA,NA
"6352","180179","MONTANA STATE UNIVERSITY-BILLINGS","1","0",1997,NA,NA
"6353","180179","MONTANA STATE UNIVERSITY-BILLINGS","1","0",1998,NA,NA
"6354","180179","MONTANA STATE UNIVERSITY-BILLINGS","1","0",1999,NA,NA
"6355","180179","MONTANA STATE UNIVERSITY-BILLINGS","1","0",2000,NA,NA
"6356","180179","MONTANA STATE UNIVERSITY-BILLINGS","1","0",2001,NA,NA
"6357","180179","MONTANA STATE UNIVERSITY-BILLINGS","1","0",2002,NA,NA
"6358","180179","MONTANA STATE UNIVERSITY-BILLINGS","1","0",2003,NA,NA
"6359","180179","MONTANA STATE UNIVERSITY-BILLINGS","1","0",2004,NA,NA
"6360","180179","Montana State University-Billings","1","0",2005,NA,NA
"6361","180179","Montana State University-Billings","1","0",2006,NA,NA
"6362","180179","Montana State University-Billings","1","0",2007,NA,NA
"6363","180179","Montana State University-Billings","1","0",2008,NA,NA
"6364","180179","Montana State University-Billings","1","0",2009,NA,NA
"6365","180179","Montana State University-Billings","1","0",2010,NA,NA
"6366","180461","MONTANA STATE UNIVERSITY","1","0",1991,NA,NA
"6367","180461","MONTANA STATE UNIVERSITY","1","0",1992,NA,NA
"6368","180461","MONTANA STATE UNIVERSITY","1","0",1993,NA,NA
"6369","180461","MONTANA STATE UNIVERSITY-BOZEMAN","1","0",1995,NA,NA
"6370","180461","MONTANA STATE UNIVERSITY-BOZEMAN","1","0",1996,NA,NA
"6371","180461","MONTANA STATE UNIVERSITY-BOZEMAN","1","0",1997,NA,NA
"6372","180461","MONTANA STATE UNIVERSITY-BOZEMAN","1","0",1998,NA,NA
"6373","180461","MONTANA STATE UNIVERSITY-BOZEMAN","1","0",1999,NA,NA
"6374","180461","MONTANA STATE UNIVERSITY-BOZEMAN","1","0",2000,NA,NA
"6375","180461","MONTANA STATE UNIVERSITY-BOZEMAN","1","0",2001,NA,NA
"6376","180461","MONTANA STATE UNIVERSITY-BOZEMAN","1","0",2002,NA,NA
"6377","180461","MONTANA STATE UNIVERSITY-BOZEMAN","1","0",2003,NA,NA
"6378","180461","MONTANA STATE UNIVERSITY-BOZEMAN","1","0",2004,NA,NA
"6379","180461","Montana State University-Bozeman","1","0",2005,NA,NA
"6380","180461","Montana State University-Bozeman","1","0",2006,NA,NA
"6381","180461","Montana State University","1","0",2007,NA,NA
"6382","180461","Montana State University","1","0",2008,NA,NA
"6383","180461","Montana State University","1","0",2009,NA,NA
"6384","180461","Montana State University","1","0",2010,NA,NA
"6385","180522","NORTHERN MONTANA COLLEGE","0","1",1991,1992,0
"6386","180522","NORTHERN MONTANA COLLEGE","1","0",1992,1992,1
"6387","180522","NORTHERN MONTANA COLLEGE","1","0",1993,1992,1
"6388","180522","MONTANA STATE UNIVERSITY-NORTHERN","1","0",1995,1992,1
"6389","180522","MONTANA STATE UNIVERSITY-NORTHERN","1","0",1996,1992,1
"6390","180522","MONTANA STATE UNIVERSITY-NORTHERN","1","0",1997,1992,1
"6391","180522","MONTANA STATE UNIVERSITY-NORTHERN","1","0",1998,1992,1
"6392","180522","MONTANA STATE UNIVERSITY-NORTHERN","1","0",1999,1992,1
"6393","180522","MONTANA STATE UNIVERSITY-NORTHERN","1","0",2000,1992,1
"6394","180522","MONTANA STATE UNIVERSITY-NORTHERN","1","0",2001,1992,1
"6395","180522","MONTANA STATE UNIVERSITY-NORTHERN","1","0",2002,1992,1
"6396","180522","MONTANA STATE UNIVERSITY-NORTHERN","1","0",2003,1992,1
"6397","180522","MONTANA STATE UNIVERSITY-NORTHERN","1","0",2004,1992,1
"6398","180522","Montana State University-Northern","1","0",2005,1992,1
"6399","180522","Montana State University-Northern","1","0",2006,1992,1
"6400","180522","Montana State University-Northern","1","0",2007,1992,1
"6401","180522","Montana State University-Northern","1","0",2008,1992,1
"6402","180522","Montana State University-Northern","1","0",2009,1992,1
"6403","180522","Montana State University-Northern","1","0",2010,1992,1
"6404","180984","CONCORDIA TEACHERS COLLEGE","1","0",1991,NA,NA
"6405","180984","CONCORDIA TEACHERS COLLEGE","1","0",1992,NA,NA
"6406","180984","CONCORDIA TEACHERS COLLEGE","1","0",1993,NA,NA
"6407","180984","CONCORDIA TEACHERS COLLEGE","1","0",1995,NA,NA
"6408","180984","CONCORDIA TEACHERS COLLEGE","1","0",1996,NA,NA
"6409","180984","CONCORDIA TEACHERS COLLEGE","1","0",1997,NA,NA
"6410","180984","CONCORDIA UNIVERSITY","1","0",1998,NA,NA
"6411","180984","CONCORDIA UNIVERSITY","1","0",1999,NA,NA
"6412","180984","CONCORDIA UNIVERSITY","1","0",2000,NA,NA
"6413","180984","CONCORDIA UNIVERSITY","1","0",2001,NA,NA
"6414","180984","CONCORDIA UNIVERSITY","1","0",2002,NA,NA
"6415","180984","CONCORDIA UNIVERSITY","1","0",2003,NA,NA
"6416","180984","CONCORDIA UNIVERSITY","1","0",2004,NA,NA
"6417","180984","Concordia University","1","0",2005,NA,NA
"6418","180984","Concordia University","1","0",2006,NA,NA
"6419","180984","Concordia University","1","0",2007,NA,NA
"6420","180984","Concordia University","1","0",2008,NA,NA
"6421","180984","Concordia University","1","0",2009,NA,NA
"6422","180984","Concordia University-Seward","1","0",2010,NA,NA
"6423","181002","CREIGHTON UNIVERSITY","1","0",1991,NA,NA
"6424","181002","CREIGHTON UNIVERSITY","1","0",1992,NA,NA
"6425","181002","CREIGHTON UNIVERSITY","1","0",1993,NA,NA
"6426","181002","CREIGHTON UNIVERSITY","1","0",1995,NA,NA
"6427","181002","CREIGHTON UNIVERSITY","1","0",1996,NA,NA
"6428","181002","CREIGHTON UNIVERSITY","1","0",1997,NA,NA
"6429","181002","CREIGHTON UNIVERSITY","1","0",1998,NA,NA
"6430","181002","CREIGHTON UNIVERSITY","1","0",1999,NA,NA
"6431","181002","CREIGHTON UNIVERSITY","1","0",2000,NA,NA
"6432","181002","CREIGHTON UNIVERSITY","1","0",2001,NA,NA
"6433","181002","CREIGHTON UNIVERSITY","1","0",2002,NA,NA
"6434","181002","CREIGHTON UNIVERSITY","1","0",2003,NA,NA
"6435","181002","CREIGHTON UNIVERSITY","1","0",2004,NA,NA
"6436","181002","Creighton University","1","0",2005,NA,NA
"6437","181002","Creighton University","1","0",2006,NA,NA
"6438","181002","Creighton University","1","0",2007,NA,NA
"6439","181002","Creighton University","1","0",2008,NA,NA
"6440","181002","Creighton University","1","0",2009,NA,NA
"6441","181002","Creighton University","1","0",2010,NA,NA
"6442","181020","DOANE COLLEGE","1","0",1991,NA,NA
"6443","181020","DOANE COLLEGE","1","0",1992,NA,NA
"6444","181020","DOANE COLLEGE","1","0",1993,NA,NA
"6445","181020","DOANE COLLEGE","1","0",1995,NA,NA
"6446","181020","DOANE COLLEGE","1","0",1996,NA,NA
"6447","181020","DOANE COLLEGE","1","0",1997,NA,NA
"6448","181020","DOANE COLLEGE","1","0",1998,NA,NA
"6449","181020","DOANE COLLEGE","1","0",1999,NA,NA
"6450","181020","DOANE COLLEGE","1","0",2000,NA,NA
"6451","181020","DOANE COLLEGE","1","0",2001,NA,NA
"6452","181020","DOANE COLLEGE","1","0",2002,NA,NA
"6453","181020","DOANE COLLEGE","1","0",2003,NA,NA
"6454","181020","DOANE COLLEGE","1","0",2004,NA,NA
"6455","181020","Doane College","1","0",2005,NA,NA
"6456","181020","Doane College","1","0",2006,NA,NA
"6457","181020","Doane College","1","0",2007,NA,NA
"6458","181020","Doane College","1","0",2008,NA,NA
"6459","181020","Doane College","1","0",2009,NA,NA
"6460","181020","Doane College-Crete","1","0",2010,NA,NA
"6461","181127","HASTINGS COLLEGE","1","0",1991,NA,NA
"6462","181127","HASTINGS COLLEGE","1","0",1992,NA,NA
"6463","181127","HASTINGS COLLEGE","1","0",1993,NA,NA
"6464","181127","HASTINGS COLLEGE","1","0",1995,NA,NA
"6465","181127","HASTINGS COLLEGE","1","0",1996,NA,NA
"6466","181127","HASTINGS COLLEGE","1","0",1997,NA,NA
"6467","181127","HASTINGS COLLEGE","1","0",1998,NA,NA
"6468","181127","HASTINGS COLLEGE","1","0",1999,NA,NA
"6469","181127","HASTINGS COLLEGE","1","0",2000,NA,NA
"6470","181127","HASTINGS COLLEGE","1","0",2001,NA,NA
